obs_id;Level;Object;constraint_string;op_type;dictionary;data_object;template;left_op;right_op;support;nat_lang_template;label_based_generality;object_based_generality;name_based_generality;individual_relevance_scores;semantic_based_relevance;fitted_obs_id;relevance_score;log_label_left;log_label_right;violation;num_violations
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task web demo_Object_activity logged task training;Activity;;Succession[activity logged task web demo, activity logged task training] | | |;Binary;set();set();Precedence;activity logged task web demo;activity logged task training;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task web demo': 0.5057643055915833, 'activity logged task training': 0.5258381962776184};0.5158012509346008;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task web demo_Object_activity logged task training;0.5042211258411408;['Activity logged: Task (Web Demo)'];['Activity logged: Task (Training)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task web demo_Object_activity logged task training;27
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task training_Object_activity logged task call;Activity;;Succession[activity logged task training, activity logged task call] | | |;Binary;set();set();Precedence;activity logged task training;activity logged task call;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task training': 0.5133259892463684, 'activity logged task call': 0.5197871327400208};0.5165565609931946;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task training_Object_activity logged task call;0.5049009048938752;['Activity logged: Task (Training)'];['Activity logged: Task (Call)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task training_Object_activity logged task call;934
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task training_Object_activity logged task questionnaire;Activity;;Succession[activity logged task training, activity logged task questionnaire] | | |;Binary;set();set();Precedence;activity logged task training;activity logged task questionnaire;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task training': 0.5133259892463684, 'activity logged task questionnaire': 0.5502148270606995};0.5317704081535339;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task training_Object_activity logged task questionnaire;0.5185933673381805;['Activity logged: Task (Training)'];['Activity logged: Task (Questionnaire)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task training_Object_activity logged task questionnaire;41
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task training_Object_activity logged task demo preparation;Activity;;Succession[activity logged task training, activity logged task demo preparation] | | |;Binary;set();set();Precedence;activity logged task training;activity logged task demo preparation;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task training': 0.5133259892463684, 'activity logged task demo preparation': 0.550890326499939};0.5321081578731537;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task training_Object_activity logged task demo preparation;0.5188973420858384;['Activity logged: Task (Training)'];['Activity logged: Task (Demo Preparation)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task training_Object_activity logged task demo preparation;62
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task training_Object_activity logged task discovery qualification;Activity;;Succession[activity logged task training, activity logged task discovery qualification] | | |;Binary;set();set();Precedence;activity logged task training;activity logged task discovery qualification;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task training': 0.5133259892463684, 'activity logged task discovery qualification': 0.533447265625};0.5233866274356842;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task training_Object_activity logged task discovery qualification;0.5110479646921158;['Activity logged: Task (Training)'];['Activity logged: Task (Discovery / Qualification)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task training_Object_activity logged task discovery qualification;44
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task training_Object_activity logged task poc;Activity;;Succession[activity logged task training, activity logged task poc] | | |;Binary;set();set();Precedence;activity logged task training;activity logged task poc;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task training': 0.5133259892463684, 'activity logged task poc': 0.5317460894584656};0.522536039352417;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task training_Object_activity logged task poc;0.5102824354171753;['Activity logged: Task (Training)'];['Activity logged: Task (POC)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task training_Object_activity logged task poc;12
b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged call_Object_activity logged task call;Activity;;Alternate Succession[activity logged call, activity logged task call] | | |;Binary;set();set();Alternate Precedence;activity logged call;activity logged task call;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.4357583125432333;0.8265458407501379;0.0;{'activity logged call': 0.5327697992324829, 'activity logged task call': 0.5197871327400208};0.5262784659862518;b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged call_Object_activity logged task call;0.5136506193876267;['Activity logged: Call'];['Activity logged: Task (Call)'];b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged call_Object_activity logged task call;21855
b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged call_Object_activity logged task questionnaire;Activity;;Alternate Succession[activity logged call, activity logged task questionnaire] | | |;Binary;set();set();Alternate Precedence;activity logged call;activity logged task questionnaire;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.4357583125432333;0.8265458407501379;0.0;{'activity logged call': 0.5327697992324829, 'activity logged task questionnaire': 0.5502148270606995};0.5414923131465912;b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged call_Object_activity logged task questionnaire;0.5273430818319321;['Activity logged: Call'];['Activity logged: Task (Questionnaire)'];b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged call_Object_activity logged task questionnaire;21495
b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged call_Object_activity logged task standard online demo;Activity;;Alternate Succession[activity logged call, activity logged task standard online demo] | | |;Binary;set();set();Alternate Precedence;activity logged call;activity logged task standard online demo;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.4357583125432333;0.8265458407501379;0.0;{'activity logged call': 0.5327697992324829, 'activity logged task standard online demo': 0.5081995725631714};0.5204846858978271;b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged call_Object_activity logged task standard online demo;0.5084362173080444;['Activity logged: Call'];['Activity logged: Task (Standard Online Demo)'];b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged call_Object_activity logged task standard online demo;21528
b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged call_Object_activity logged task demo preparation;Activity;;Alternate Succession[activity logged call, activity logged task demo preparation] | | |;Binary;set();set();Alternate Precedence;activity logged call;activity logged task demo preparation;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.4357583125432333;0.8265458407501379;0.0;{'activity logged call': 0.5327697992324829, 'activity logged task demo preparation': 0.550890326499939};0.5418300628662109;b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged call_Object_activity logged task demo preparation;0.5276470565795899;['Activity logged: Call'];['Activity logged: Task (Demo Preparation)'];b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged call_Object_activity logged task demo preparation;21494
b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged call_Object_activity logged task discovery qualification;Activity;;Alternate Succession[activity logged call, activity logged task discovery qualification] | | |;Binary;set();set();Alternate Precedence;activity logged call;activity logged task discovery qualification;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.4357583125432333;0.8265458407501379;0.0;{'activity logged call': 0.5327697992324829, 'activity logged task discovery qualification': 0.533447265625};0.5331085324287415;b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged call_Object_activity logged task discovery qualification;0.5197976791858673;['Activity logged: Call'];['Activity logged: Task (Discovery / Qualification)'];b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged call_Object_activity logged task discovery qualification;21501
b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged call_Object_activity logged task poc;Activity;;Alternate Succession[activity logged call, activity logged task poc] | | |;Binary;set();set();Alternate Precedence;activity logged call;activity logged task poc;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.4357583125432333;0.8265458407501379;0.0;{'activity logged call': 0.5327697992324829, 'activity logged task poc': 0.5317460894584656};0.5322579443454742;b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged call_Object_activity logged task poc;0.5190321499109268;['Activity logged: Call'];['Activity logged: Task (POC)'];b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged call_Object_activity logged task poc;21479
b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged call_Object_activity logged task training;Activity;;Alternate Succession[activity logged call, activity logged task training] | | |;Binary;set();set();Alternate Precedence;activity logged call;activity logged task training;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.4357583125432333;0.8265458407501379;0.0;{'activity logged call': 0.5327697992324829, 'activity logged task training': 0.5258381962776184};0.5293039977550507;b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged call_Object_activity logged task training;0.5163735979795456;['Activity logged: Call'];['Activity logged: Task (Training)'];b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged call_Object_activity logged task training;21473
